marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp,status,avg_grade,avg_grade_bin,avg_admission_grade_bin,unemployment_bin,inflation_bin,gdp_bin
married,Over 23 years old,1,Oral Hygiene,daytime,Secondary,80.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,60.0,0,0,0,1,female,0,31,0,0,7,21,5,54.50000000000001,3,0,8,21,3,58.5,1,12.7,3.7,-1.7,Dropout,56.5,41-60,50-70,Medium,Very High,Low
single,Transfer,1,Management,daytime,Secondary,69.5,Portuguese,Higher education (diploma),Basic 2nd cycle (6th-8th),"Specialists (science, law, etc.)",Personal services & sales,56.15,1,0,0,1,female,0,19,0,0,5,8,2,57.49999999999999,0,0,5,10,3,54.285714299999995,0,10.8,1.4,1.74,Enrolled,55.89285715,41-60,50-70,Low,Medium,High
single,1st phase - special contingent (Madeira Island),1,Veterinary Nursing,daytime,Secondary,69.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,61.5,1,0,0,1,female,1,20,0,0,6,7,6,79.2857143,0,0,6,6,6,80.0,0,13.9,-0.3,0.79,Graduate,79.64285715,61-80,50-70,High,Very Low,High
single,2nd phase - general contingent,1,Veterinary Nursing,daytime,Secondary,68.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Student,Other,61.14999999999999,0,0,0,1,female,1,19,0,0,5,5,5,63.0,0,0,5,9,3,65.0,0,7.6,2.6,0.32,Dropout,64.0,61-80,50-70,Very Low,High,Medium
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,63.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Farmers & agriculture,61.4,0,0,0,1,female,1,19,0,0,6,8,6,70.0,0,0,6,7,6,72.85714285,0,16.2,0.3,-0.92,Graduate,71.428571425,61-80,50-70,Very High,Low,Medium
facto union,Holders of other higher courses,1,Equinculture,daytime,Higher education (diploma),80.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Farmers & agriculture,80.0,0,0,0,0,female,0,27,0,1,5,8,3,73.33333334999999,2,0,5,7,2,65.0,2,10.8,1.4,1.74,Dropout,69.16666667499999,61-80,70-100,Low,Medium,High
single,2nd phase - general contingent,2,Journalism and Communication,daytime,Secondary,66.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Farmers & agriculture,60.04999999999999,1,0,0,1,female,1,18,0,0,6,6,6,68.33333335,0,0,6,6,6,70.0,0,8.9,1.4,3.51,Graduate,69.166666675,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Social Service (evening attendance),evening,Secondary,63.0,Portuguese,Unknown,Unknown,Student,Student,71.2,0,0,0,1,female,0,32,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0-20,70-100,Very Low,High,Medium
single,1st phase - general contingent,4,Nursing,daytime,Secondary,66.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Machine operators,Skilled industry workers,63.65,1,0,0,1,female,0,18,0,0,8,8,7,63.14285715,0,0,8,8,7,63.14285715,0,12.7,3.7,-1.7,Graduate,63.14285715,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,3,Nursing,daytime,Secondary,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,62.74999999999999,1,0,0,1,female,1,19,0,0,8,8,7,71.1642857,0,0,8,8,7,71.1642857,0,10.8,1.4,1.74,Graduate,71.1642857,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Farmers & agriculture,68.7,0,0,0,1,female,0,19,0,0,6,6,6,75.0,0,0,6,7,6,70.0,0,15.5,2.8,-4.06,Enrolled,72.5,61-80,50-70,Very High,High,Very Low
single,2nd phase - general contingent,2,Tourism,daytime,Secondary,64.5,Portuguese,11th-grade,Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,61.0,1,0,0,1,female,0,18,0,0,6,15,2,50.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,25.0,21-40,50-70,Low,Medium,High
single,2nd phase - general contingent,3,Advertising and Marketing Management,daytime,Secondary,55.00000000000001,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Admin staff,Admin staff,53.75,1,0,0,1,female,1,18,0,0,6,11,4,61.25000000000001,0,0,6,10,4,55.00000000000001,0,12.7,3.7,-1.7,Dropout,58.12500000000001,41-60,50-70,Medium,Very High,Low
single,Over 23 years old,1,Journalism and Communication,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Construction workers (non-electricians),Subsistence farmers & fishermen,52.0,0,0,1,0,female,1,24,0,0,6,6,6,67.5,0,0,6,6,6,65.0,0,11.1,0.6,2.02,Graduate,66.25,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,2,Social Service,daytime,Secondary,66.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Skilled industry workers,Skilled industry workers,66.55,1,0,0,1,female,1,19,0,0,6,8,5,61.0,0,0,6,7,6,57.49999999999999,0,9.4,-0.8,-3.12,Graduate,59.25,41-60,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,2,Tourism,daytime,Secondary,57.49999999999999,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,56.65,1,0,1,1,female,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0-20,50-70,Medium,Low,Very High
single,Technological specialization diploma holders,1,Communication Design,daytime,Technological specialization,65.0,Portuguese,Secondary,Secondary,Admin staff,Military professions,65.0,1,0,0,1,female,0,19,0,2,7,11,6,60.0,0,5,9,9,8,63.74999999999999,0,16.2,0.3,-0.92,Graduate,61.875,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,3,Nursing,daytime,Secondary,70.0,Spanish,Bachelors degree,Higher education (diploma),Personal services & sales,"Specialists (science, law, etc.)",62.14999999999999,1,0,0,1,female,0,19,1,0,7,9,5,61.6,0,0,7,9,5,59.5,0,12.4,0.5,1.79,Enrolled,60.55,61-80,50-70,Medium,Low,High
single,Over 23 years old,1,Oral Hygiene,daytime,Secondary,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,52.5,1,0,0,1,female,1,36,0,0,7,11,6,61.74999999999999,0,0,7,12,5,62.5,0,8.9,1.4,3.51,Graduate,62.125,61-80,50-70,Very Low,Medium,Very High
single,Over 23 years old,1,Veterinary Nursing,daytime,11th-grade,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Military professions,Unskilled workers,72.0,0,0,0,1,male,0,51,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0-20,70-100,Medium,Low,High
single,1st phase - general contingent,3,Advertising and Marketing Management,daytime,Secondary,60.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,55.95,1,0,0,1,male,1,20,0,0,6,7,6,56.666666649999996,0,0,6,10,4,52.85714285,0,10.8,1.4,1.74,Enrolled,54.76190475,41-60,50-70,Low,Medium,High
single,Over 23 years old,1,Social Service (evening attendance),evening,Basic 2nd cycle (6th-8th),66.55,Portuguese,Secondary,Secondary,Admin staff,Admin staff,53.75,0,0,1,0,male,0,29,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0-20,50-70,Very Low,Medium,Very High
single,Technological specialization diploma holders,1,Social Service,daytime,Technological specialization,65.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,63.7,0,0,1,0,male,0,27,0,3,6,8,5,57.99999999999999,0,2,6,9,5,60.0,0,13.9,-0.3,0.79,Dropout,59.0,41-60,50-70,High,Very Low,High
single,Over 23 years old,1,Informatics Engineering,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Admin staff,74.5,1,0,0,1,male,0,33,0,0,5,10,4,60.0,0,0,5,8,3,68.33333335,1,7.6,2.6,0.32,Enrolled,64.166666675,61-80,70-100,Very Low,High,Medium
married,Ordinance No. 612/93,1,Management,daytime,Bachelors degree,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,60.0,0,0,0,0,male,0,57,0,12,15,17,12,58.75,0,9,14,16,9,61.1111111,0,9.4,-0.8,-3.12,Dropout,59.93055555,41-60,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,66.0,Portuguese,Masters degree,Bachelors degree,Teachers,Admin & commercial managers,71.8,1,0,0,1,male,0,20,0,0,6,8,5,64.0,0,0,6,10,5,57.99999999999999,0,13.9,-0.3,0.79,Enrolled,61.0,61-80,70-100,High,Very Low,High
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary,50.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,60.0,0,0,0,1,male,0,26,0,0,5,7,3,56.666666649999996,0,0,5,7,3,68.33333335,0,9.4,-0.8,-3.12,Dropout,62.5,61-80,50-70,Low,Very Low,Very Low
single,Change of course,1,Informatics Engineering,daytime,Secondary,65.0,Portuguese,Secondary,Secondary,Unskilled workers,"Specialists (science, law, etc.)",64.0,0,0,1,0,male,0,27,0,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Enrolled,0.0,0-20,50-70,High,Very Low,High
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,64.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Admin staff,Unskilled workers,59.099999999999994,0,0,0,1,male,0,19,0,0,5,5,5,54.0,0,0,5,5,4,61.25000000000001,0,9.4,-0.8,-3.12,Graduate,57.625,41-60,50-70,Low,Very Low,Very Low
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,80.0,Portuguese,11th-grade,Basic 2nd cycle (6th-8th),Admin staff,Machine operators,80.0,1,0,0,1,male,0,23,0,1,6,10,5,62.5,0,1,6,8,2,67.5,0,12.4,0.5,1.79,Dropout,65.0,61-80,70-100,Medium,Low,High
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,60.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Personal services & sales,Personal services & sales,76.2,0,0,0,1,male,0,27,0,0,5,5,5,76.0,0,0,5,6,5,70.83333334999999,0,10.8,1.4,1.74,Graduate,73.41666667499999,61-80,70-100,Low,Medium,High
single,1st phase - general contingent,6,Nursing,daytime,Secondary,61.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Personal services & sales,58.3,1,0,1,1,male,1,20,0,0,7,7,7,66.57142855000001,0,0,8,8,8,62.87499999999999,0,12.4,0.5,1.79,Graduate,64.723214275,61-80,50-70,Medium,Low,High
single,3rd phase - general contingent,1,Communication Design,daytime,Secondary,71.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Skilled industry workers,Personal services & sales,70.8,0,0,0,1,female,1,19,0,6,12,12,11,65.45454545,0,5,11,12,11,60.41666665,0,10.8,1.4,1.74,Graduate,62.935606050000004,61-80,70-100,Low,Medium,High
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,55.00000000000001,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Unskilled workers,52.75,1,0,1,0,female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0-20,50-70,Medium,Low,Very High
single,1st phase - general contingent,1,Communication Design,daytime,Secondary,62.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Technicians & associate professionals,58.15,1,0,0,1,female,0,20,0,0,6,8,5,61.0,0,0,6,6,6,57.49999999999999,0,16.2,0.3,-0.92,Graduate,59.25,41-60,50-70,Very High,Low,Medium
married,Holders of other higher courses,1,Management,daytime,Higher education (diploma),55.00000000000001,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Unskilled workers,55.00000000000001,0,0,0,1,female,0,33,0,5,8,10,6,64.16666665000001,0,2,5,8,4,60.0,0,11.1,0.6,2.02,Enrolled,62.083333325000005,61-80,50-70,Medium,Low,Very High
single,Change of course,1,Management (evening attendance),evening,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,59.75,1,0,0,1,female,0,22,0,9,15,17,15,55.99999999999999,0,9,14,15,14,62.14285715,0,7.6,2.6,0.32,Graduate,59.071428575,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,6,Management,daytime,Secondary,69.5,Portuguese,Basic 3rd cycle (9th-11th),11th-grade,Admin staff,Admin staff,62.5,1,0,0,1,female,0,18,0,0,5,8,3,61.66666665,0,0,5,7,4,60.0,0,7.6,2.6,0.32,Graduate,60.833333325,61-80,50-70,Very Low,High,Medium
facto union,Over 23 years old,1,Nursing,daytime,Higher education (diploma),70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,80.0,0,0,0,1,female,0,27,0,0,8,8,7,79.7142857,0,0,8,8,7,79.7142857,0,12.7,3.7,-1.7,Graduate,79.7142857,61-80,70-100,Medium,Very High,Low
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,75.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,75.0,0,0,0,1,female,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0-20,70-100,Very High,High,Very Low
single,1st phase - general contingent,1,Social Service,daytime,Secondary,61.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,57.49999999999999,1,0,0,1,female,0,19,0,0,6,10,4,51.24999999999999,0,0,6,8,6,53.57142855,0,11.1,0.6,2.02,Graduate,52.410714275,41-60,50-70,Medium,Low,Very High
single,2nd phase - general contingent,1,Basic Education,daytime,Secondary,64.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Skilled industry workers,64.2,1,0,0,1,female,1,20,0,0,6,10,5,65.99999999999999,0,0,6,12,5,64.16666665000001,0,9.4,-0.8,-3.12,Enrolled,65.083333325,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Social Service (evening attendance),evening,Secondary,50.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Farmers & agriculture,Military professions,56.39999999999999,0,0,0,1,female,1,23,0,0,6,6,6,70.83333334999999,0,0,6,6,6,62.5,0,12.7,3.7,-1.7,Graduate,66.66666667499999,61-80,50-70,Medium,Very High,Low
single,Change of course,1,Nursing,daytime,Secondary,74.0,Portuguese,9th grade - not completed,Basic 2nd cycle (6th-8th),Other,Technicians & associate professionals,65.5,1,0,0,1,female,1,22,0,18,23,23,20,72.875,3,18,23,23,20,72.875,3,7.6,2.6,0.32,Graduate,72.875,61-80,50-70,Very Low,High,Medium
single,2nd phase - general contingent,2,Tourism,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,60.8,1,0,0,1,female,1,18,0,0,6,9,1,50.0,1,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,25.0,21-40,50-70,Medium,Very High,Low
single,1st phase - general contingent,4,Social Service,daytime,Secondary,59.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,55.00000000000001,0,0,0,1,female,1,18,0,0,6,7,6,61.42857145,0,0,6,8,6,57.142857150000005,0,12.4,0.5,1.79,Graduate,59.2857143,41-60,50-70,Medium,Low,High
single,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,74.25,0,0,0,1,female,1,31,0,0,6,6,6,70.0,0,0,6,6,6,61.66666665,0,10.8,1.4,1.74,Graduate,65.833333325,61-80,70-100,Low,Medium,High
single,2nd phase - general contingent,4,Journalism and Communication,daytime,Secondary,59.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,59.150000000000006,0,0,0,1,female,0,19,0,0,6,8,4,56.25,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,28.125,21-40,50-70,Very High,High,Very Low
single,1st phase - general contingent,1,Social Service,daytime,Secondary,69.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,67.95,1,0,0,1,female,0,19,0,0,6,11,5,57.99999999999999,0,0,6,11,6,58.33333335,0,7.6,2.6,0.32,Enrolled,58.166666674999995,41-60,50-70,Very Low,High,Medium
single,2nd phase - general contingent,1,Social Service (evening attendance),evening,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Admin staff,Skilled industry workers,57.9,0,0,0,1,female,0,24,0,0,6,12,1,60.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,30.0,21-40,50-70,Low,Medium,High
single,1st phase - general contingent,1,Nursing,daytime,Secondary,67.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Military professions,60.6,0,0,0,1,female,0,19,0,0,7,10,7,67.35,0,0,8,8,8,66.63125,0,15.5,2.8,-4.06,Graduate,66.990625,61-80,50-70,Very High,High,Very Low
single,2nd phase - general contingent,4,Management,daytime,Secondary,66.5,Portuguese,Secondary,Secondary,Admin staff,Personal services & sales,68.1,1,0,0,1,female,0,19,0,0,5,6,5,62.0,0,0,5,5,5,64.0,0,7.6,2.6,0.32,Graduate,63.0,61-80,50-70,Very Low,High,Medium
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,50.1,1,0,0,0,female,0,26,0,0,6,9,3,58.75,0,0,6,11,4,57.49999999999999,3,16.2,0.3,-0.92,Dropout,58.125,41-60,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,90.0,Brazilian,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,76.35,1,0,1,0,male,0,27,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0-20,70-100,Very Low,High,Medium
single,2nd phase - general contingent,4,Social Service,daytime,Secondary,64.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Skilled industry workers,61.55,1,0,0,1,female,0,19,0,0,6,7,6,60.0,0,0,6,7,6,62.14285715,0,11.1,0.6,2.02,Graduate,61.071428575,61-80,50-70,Medium,Low,Very High
married,Over 23 years old,1,Veterinary Nursing,daytime,Secondary,60.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Govt & executive leaders,Admin staff,65.0,0,0,0,1,female,0,29,0,0,5,8,5,76.66666665000001,2,0,5,6,5,77.0,0,9.4,-0.8,-3.12,Dropout,76.83333332500001,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,6,Nursing,daytime,Secondary,70.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Personal services & sales,62.5,1,0,0,1,female,1,18,0,0,8,8,8,61.6,0,0,8,8,8,61.6,0,9.4,-0.8,-3.12,Graduate,61.6,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Nursing,daytime,Secondary,59.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Military professions,56.55,1,0,0,1,female,0,19,0,0,7,7,7,68.99285715,0,0,8,8,8,73.78125,0,11.1,0.6,2.02,Graduate,71.38705357500001,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary,63.5,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Admin staff,Personal services & sales,60.54999999999999,1,0,0,1,female,0,18,0,0,6,6,6,65.83333335,0,0,6,6,6,62.5,0,15.5,2.8,-4.06,Enrolled,64.166666675,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,1,Management,daytime,Secondary,88.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Technicians & associate professionals,Unskilled workers,81.15,0,0,0,1,female,1,18,0,0,5,6,5,81.66666665,0,0,5,5,5,77.0,0,15.5,2.8,-4.06,Graduate,79.333333325,61-80,70-100,Very High,High,Very Low
single,Transfer,1,Animation and Multimedia Design,daytime,Secondary,66.0,Portuguese,Secondary,Secondary,Govt & executive leaders,Admin staff,66.0,1,0,0,1,female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0.0,0-20,50-70,Medium,Very High,Low
single,2nd phase - general contingent,4,Nursing,daytime,Secondary,66.5,Portuguese,Masters degree,Masters degree,Admin staff,Admin staff,65.35,1,0,0,1,female,0,19,0,0,7,7,7,73.78571430000001,0,0,8,9,8,76.83333335,0,12.4,0.5,1.79,Graduate,75.30952382500001,61-80,50-70,Medium,Low,High
single,2nd phase - general contingent,4,Tourism,daytime,Secondary,62.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,61.14999999999999,1,0,0,1,female,0,19,0,0,6,7,6,58.33333335,0,0,6,6,6,61.66666665,0,13.9,-0.3,0.79,Dropout,60.0,41-60,50-70,High,Very Low,High
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,71.5,Portuguese,Higher education (diploma),Basic 2nd cycle (6th-8th),"Specialists (science, law, etc.)",Unskilled workers,72.05,1,0,0,1,female,0,19,0,0,6,7,5,63.0,0,0,6,10,5,61.875,0,10.8,1.4,1.74,Enrolled,62.4375,61-80,70-100,Low,Medium,High
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,64.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,59.099999999999994,0,0,0,1,female,0,19,0,0,6,6,6,58.33333335,0,0,6,6,6,57.49999999999999,0,12.7,3.7,-1.7,Graduate,57.916666674999995,41-60,50-70,Medium,Very High,Low
single,1st phase - general contingent,1,Social Service,daytime,Secondary,69.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Personal services & sales,Machine operators,66.75,0,0,0,1,female,1,19,0,0,6,6,6,75.0,0,0,6,6,6,66.66666665000001,0,8.9,1.4,3.51,Graduate,70.83333332500001,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,5,Nursing,daytime,Secondary,72.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Skilled industry workers,Unskilled workers,63.4,1,0,1,0,female,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0-20,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,4,Journalism and Communication,daytime,Secondary,61.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,60.5,1,0,0,1,female,0,20,0,0,6,7,6,67.85714285,0,0,6,6,6,66.66666665000001,0,13.9,-0.3,0.79,Graduate,67.26190475000001,61-80,50-70,High,Very Low,High
single,2nd phase - general contingent,1,Tourism,daytime,Secondary,55.50000000000001,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Military professions,58.85,0,0,0,1,female,0,20,0,0,6,8,5,54.0,0,0,6,9,4,57.49999999999999,0,9.4,-0.8,-3.12,Graduate,55.75,41-60,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,66.55,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Govt & executive leaders,Govt & executive leaders,57.49999999999999,1,0,0,1,female,0,21,0,0,5,8,3,56.666666649999996,1,0,5,8,3,66.66666665000001,0,12.7,3.7,-1.7,Enrolled,61.66666665,61-80,50-70,Medium,Very High,Low
married,1st phase - general contingent,1,Management (evening attendance),evening,Bachelors degree,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Farmers & agriculture,Technicians & associate professionals,64.6,0,0,0,1,female,0,31,0,4,10,16,5,57.00000000000001,0,4,10,10,6,64.16666665000001,0,9.4,-0.8,-3.12,Dropout,60.58333332500001,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Oral Hygiene,daytime,Secondary,67.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Skilled industry workers,Unskilled workers,62.9,0,0,0,1,female,1,20,0,0,7,14,7,53.2142857,0,0,8,8,8,57.75,0,12.7,3.7,-1.7,Graduate,55.48214285,41-60,50-70,Medium,Very High,Low
single,2nd phase - general contingent,5,Advertising and Marketing Management,daytime,Secondary,62.5,Portuguese,Basic 3rd cycle (9th-11th),8th grade,Skilled industry workers,Skilled industry workers,59.20000000000001,1,0,0,1,female,1,19,0,0,5,8,3,52.5,0,0,5,6,4,58.75,1,7.6,2.6,0.32,Enrolled,55.625,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Nursing,daytime,Secondary,73.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,71.0,1,0,0,1,female,0,18,0,0,7,7,6,73.25,0,0,7,7,6,73.25,0,7.6,2.6,0.32,Graduate,73.25,61-80,70-100,Very Low,High,Medium
single,2nd phase - general contingent,3,Nursing,daytime,Secondary,68.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Skilled industry workers,Skilled industry workers,63.35000000000001,1,0,0,1,female,1,19,0,0,7,7,7,68.57142855000001,0,0,8,11,8,74.31818179999999,0,16.2,0.3,-0.92,Graduate,71.444805175,61-80,50-70,Very High,Low,Medium
single,Change of course,1,Social Service,daytime,Secondary,58.5,Portuguese,Unknown,Unknown,Student,Student,54.65,0,0,0,1,female,0,30,0,9,16,19,15,61.33333335,0,11,13,14,13,60.35714285,0,9.4,-0.8,-3.12,Graduate,60.8452381,61-80,50-70,Low,Very Low,Very Low
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,63.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Machine operators,58.45,1,0,0,1,female,0,21,0,0,6,11,6,51.87500000000001,0,0,6,12,3,58.33333335,0,12.7,3.7,-1.7,Enrolled,55.104166675,41-60,50-70,Medium,Very High,Low
