marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp
single,1st phase - general contingent,1,Tourism,daytime,Secondary,60.0,Portuguese,Secondary,Secondary,Unskilled workers,Military professions,59.150000000000006,0,0,0,1,male,0,20,0,0,6,8,6,64.2857143,0,0,6,9,5,62.0,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,61.5,Portuguese,Secondary,Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",59.4,0,0,0,1,male,0,19,0,4,10,10,5,55.00000000000001,0,2,7,8,2,50.0,0,8.9,1.4,3.51
facto union,Over 23 years old,1,Informatics Engineering,daytime,Secondary,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,57.99999999999999,0,0,1,1,male,1,34,0,0,5,14,1,85.0,0,0,5,10,2,55.00000000000001,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,1,Management,daytime,Secondary,55.00000000000001,Portuguese,Secondary,Secondary,Admin staff,Admin staff,49.5,0,0,0,1,male,0,21,0,0,5,5,5,55.00000000000001,0,0,5,11,3,57.142857150000005,0,10.8,1.4,1.74
single,2nd phase - general contingent,4,Journalism and Communication,daytime,Secondary,64.5,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Skilled industry workers,66.25,1,0,0,1,male,0,21,0,0,6,7,0,0.0,0,0,6,11,1,50.0,0,10.8,1.4,1.74
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,70.0,Portuguese,Secondary,Secondary,Admin staff,Technicians & associate professionals,66.7,0,0,0,1,male,0,24,0,0,6,6,4,56.25,0,0,6,9,4,52.14285715,0,10.8,1.4,1.74
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,69.0,Portuguese,Secondary,Secondary,Admin staff,Machine operators,61.5,0,0,1,0,male,0,20,0,0,6,7,5,62.0,0,0,6,8,4,65.0,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary,80.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,76.85,0,0,0,1,male,0,19,0,0,5,7,1,65.0,0,0,5,7,2,50.0,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Social Service (evening attendance),evening,Secondary,61.5,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Unskilled workers,63.800000000000004,1,0,0,1,male,0,26,0,0,6,6,6,59.166666649999996,0,0,6,6,6,58.33333335,0,10.8,1.4,1.74
single,Technological specialization diploma holders,1,Informatics Engineering,daytime,Technological specialization,65.0,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Admin staff,65.0,0,0,0,1,male,0,20,0,0,5,12,1,65.0,0,0,5,8,3,63.0,0,12.4,0.5,1.79
single,1st phase - general contingent,1,Management,daytime,Secondary,71.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,67.5,1,0,0,1,female,0,21,0,0,5,8,4,55.00000000000001,0,0,5,8,5,60.0,0,7.6,2.6,0.32
single,1st phase - general contingent,1,Management (evening attendance),evening,Secondary,61.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Technicians & associate professionals,56.8,0,0,0,1,male,0,26,0,0,5,11,2,57.49999999999999,0,0,5,10,3,60.0,0,7.6,2.6,0.32
single,1st phase - general contingent,6,Nursing,daytime,Secondary,72.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,66.15,1,0,0,1,female,1,19,0,0,8,8,7,70.30000000000001,0,0,8,8,7,70.30000000000001,0,10.8,1.4,1.74
married,1st phase - general contingent,1,Management,daytime,Secondary,68.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,62.2,0,0,0,1,female,0,19,0,0,5,6,4,56.25,0,0,5,10,3,58.57142855000001,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,63.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,61.4,1,0,0,1,female,0,19,0,0,5,10,2,72.5,1,0,5,9,3,56.666666649999996,0,12.7,3.7,-1.7
single,Change of course,1,Social Service,daytime,Secondary,54.50000000000001,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,54.15,0,0,0,1,female,1,21,0,0,6,15,2,52.5,0,0,6,8,5,62.0,0,10.8,1.4,1.74
single,1st phase - general contingent,2,Management,daytime,Secondary,64.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Skilled industry workers,59.45,1,0,0,1,female,0,19,0,0,5,8,4,64.0,0,0,5,10,3,72.5,0,10.8,1.4,1.74
single,Change of course,1,Management,daytime,Secondary,65.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Unskilled workers,63.05,0,0,0,1,female,0,18,0,0,5,5,0,0.0,0,0,5,9,4,66.25,2,16.2,0.3,-0.92
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,63.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,62.85000000000001,0,0,0,1,female,0,20,0,0,6,9,6,67.85714285,0,0,6,10,5,68.0,0,15.5,2.8,-4.06
married,Change of course,1,Management (evening attendance),evening,Secondary,67.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,56.85,0,0,0,1,female,0,32,0,1,5,5,5,51.0,0,0,5,9,4,56.25,0,9.4,-0.8,-3.12
single,1st phase - special contingent (Madeira Island),3,Basic Education,daytime,Secondary,67.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,60.54999999999999,1,0,0,1,female,0,19,0,0,6,8,5,61.0,0,0,6,8,5,59.00000000000001,0,10.8,1.4,1.74
single,1st phase - special contingent (Azores Island),1,Advertising and Marketing Management,daytime,Secondary,67.5,Portuguese,Secondary,11th-grade,Admin staff,Admin staff,70.15,1,0,0,1,female,0,19,0,0,6,7,6,67.14285715,0,0,6,6,4,70.0,0,12.4,0.5,1.79
single,2nd phase - general contingent,1,Management,daytime,Secondary,69.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Skilled industry workers,Personal services & sales,66.7,0,0,0,1,female,0,18,0,0,5,9,1,55.00000000000001,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,6,Nursing,daytime,Secondary,68.0,Portuguese,Higher education (diploma),Basic 2nd cycle (6th-8th),"Specialists (science, law, etc.)",Unskilled workers,62.85000000000001,1,0,0,1,female,0,20,0,0,7,8,6,67.74166665,0,0,8,11,6,73.875,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,71.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)",Personal services & sales,72.4,0,0,0,1,female,0,19,0,0,6,6,6,60.83333335,0,0,6,6,6,62.5,0,16.2,0.3,-0.92
single,3rd phase - general contingent,1,Management,daytime,Secondary,50.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Personal services & sales,Personal services & sales,50.9,1,0,0,1,female,0,24,0,0,5,5,5,54.0,0,0,5,11,2,55.00000000000001,0,10.8,1.4,1.74
single,Change of course,1,Management (evening attendance),evening,Secondary,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,61.25000000000001,1,0,0,1,female,0,29,0,8,13,16,8,52.5,0,8,12,19,9,51.66666665,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,1,Oral Hygiene,daytime,Secondary,66.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Unskilled workers,59.5,0,0,0,1,female,0,19,0,0,7,10,6,55.75,0,0,7,7,7,64.07142855,0,12.7,3.7,-1.7
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Admin staff,Machine operators,57.550000000000004,0,0,0,1,female,0,19,0,0,6,8,3,58.33333335,0,0,6,11,5,68.125,0,10.8,1.4,1.74
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,75.8,0,0,0,1,female,0,24,0,0,5,9,5,61.42857145,0,0,5,8,5,60.62499999999999,0,16.2,0.3,-0.92
single,Over 23 years old,1,Nursing,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Farmers & agriculture,60.699999999999996,0,0,1,1,female,0,28,0,0,7,12,4,66.875,0,0,7,7,5,67.5,0,13.9,-0.3,0.79
divorced,Change of course,1,Nursing,daytime,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,51.849999999999994,0,0,0,1,female,0,38,0,1,8,12,5,65.63,1,1,8,12,5,65.63,1,10.8,1.4,1.74
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,80.0,Portuguese,Secondary,Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,73.0,1,0,0,1,female,0,19,0,0,6,11,3,51.66666665,0,0,6,10,5,59.00000000000001,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Management,daytime,Secondary,62.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Military professions,64.3,1,0,0,1,female,0,20,0,0,5,5,4,60.0,0,0,4,4,2,57.49999999999999,0,7.6,2.6,0.32
single,1st phase - general contingent,1,Management (evening attendance),evening,Secondary,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,62.3,0,0,0,1,female,0,29,0,0,5,11,5,57.00000000000001,0,0,5,10,4,51.24999999999999,0,15.5,2.8,-4.06
single,1st phase - general contingent,5,Nursing,daytime,Secondary,67.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Skilled industry workers,Skilled industry workers,62.0,1,0,0,1,female,1,19,0,0,8,8,7,63.857142849999995,1,0,8,8,7,63.857142849999995,1,9.4,-0.8,-3.12
single,Over 23 years old,1,Social Service,daytime,Secondary,80.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Unskilled workers,Technicians & associate professionals,62.0,0,0,1,1,male,0,28,0,2,8,15,7,55.00000000000001,0,0,6,17,1,50.0,0,10.8,1.4,1.74
single,Over 23 years old,1,Agronomy,daytime,Secondary,80.0,Portuguese,Secondary,Basic 1st cycle (4th-5th),191,Unskilled industry & transport workers,70.0,0,0,0,1,male,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Management,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,59.75,1,0,0,1,male,1,18,0,0,5,7,4,56.25,0,0,5,6,4,61.25000000000001,0,12.4,0.5,1.79
single,Technological specialization diploma holders,1,Equinculture,daytime,Technological specialization,70.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Skilled industry workers,70.0,0,0,0,1,male,0,20,0,2,6,12,5,62.0,0,1,6,11,2,75.0,0,13.9,-0.3,0.79
single,Change of course,1,Journalism and Communication,daytime,Secondary,60.5,Portuguese,Secondary,Secondary,Admin staff,Personal services & sales,60.5,1,0,0,1,male,0,23,0,0,6,15,1,65.0,0,0,6,8,4,56.25,0,9.4,-0.8,-3.12
single,Change of course,4,Advertising and Marketing Management,daytime,Secondary,58.5,Portuguese,Higher education (diploma),Higher education (diploma),Admin staff,Admin staff,56.60000000000001,0,0,0,1,male,0,21,0,0,5,11,2,50.0,0,0,5,10,3,51.66666665,0,9.4,-0.8,-3.12
married,Over 23 years old,1,Management (evening attendance),evening,Secondary,75.0,Portuguese,Secondary,Masters degree,Admin staff,"Specialists (science, law, etc.)",73.0,0,0,0,1,male,0,34,0,0,5,5,5,71.0,0,0,5,5,5,73.0,0,12.7,3.7,-1.7
single,1st phase - general contingent,1,Nursing,daytime,Secondary,59.0,Portuguese,11th-grade,Secondary,Admin staff,Military professions,57.85,0,0,0,1,male,0,20,0,0,7,9,5,63.5,0,0,8,9,7,67.375,0,13.9,-0.3,0.79
single,Transfer,1,Agronomy,daytime,Technological specialization,60.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Farmers & agriculture,64.1,1,0,0,1,male,0,24,0,4,9,13,8,66.66666665000001,0,5,10,12,9,65.55555555,0,16.2,0.3,-0.92
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,50.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Admin staff,70.0,0,0,0,1,male,0,39,0,0,5,7,4,61.25000000000001,0,0,5,7,4,63.74999999999999,0,15.5,2.8,-4.06
single,2nd phase - general contingent,1,Veterinary Nursing,daytime,Secondary,60.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Admin staff,Machine operators,61.25000000000001,0,0,0,0,male,0,19,0,0,6,11,5,68.0,0,0,6,11,5,68.33333335,0,11.1,0.6,2.02
single,Over 23 years old,1,Management (evening attendance),evening,11th-grade,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,60.75000000000001,0,0,0,1,male,0,38,0,0,5,11,2,52.5,0,0,5,9,3,56.666666649999996,1,7.6,2.6,0.32
single,1st phase - general contingent,1,Nursing,daytime,Secondary,67.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Kitchen assistants,Unskilled industry & transport workers,67.7,1,0,0,1,male,0,21,0,0,7,9,6,62.824999999999996,0,0,8,12,5,60.8,0,11.1,0.6,2.02
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,61.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Technicians & associate professionals,Technicians & associate professionals,61.0,0,0,1,1,male,0,19,0,0,6,7,6,65.83333335,0,0,6,9,5,65.99999999999999,0,8.9,1.4,3.51
single,Over 23 years old,1,Tourism,daytime,11th-grade,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Personal services & sales,Skilled industry workers,59.650000000000006,1,0,0,1,male,0,25,0,0,6,7,6,55.833333350000004,0,0,6,11,4,59.00000000000001,0,9.4,-0.8,-3.12
single,1st phase - general contingent,4,Communication Design,daytime,Secondary,70.0,Portuguese,Masters degree,Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Military professions,62.5,1,0,0,1,male,0,19,0,0,6,7,6,63.33333335,0,0,6,8,6,60.714285700000005,0,9.4,-0.8,-3.12
married,Over 23 years old,1,Nursing,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Admin staff,50.0,0,0,0,1,male,0,33,0,0,7,7,5,65.3,0,0,7,9,0,0.0,0,16.2,0.3,-0.92
single,1st phase - general contingent,2,Informatics Engineering,daytime,Secondary,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,62.85000000000001,1,0,0,1,male,0,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,6,Management,daytime,Secondary,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,57.75,1,0,1,0,male,0,19,0,0,5,8,4,62.5,0,0,5,9,5,52.5,0,8.9,1.4,3.51
single,1st phase - general contingent,3,Management,daytime,Secondary,62.0,Portuguese,Secondary,Secondary,Personal services & sales,Technicians & associate professionals,58.35,1,0,0,1,male,0,19,0,0,5,6,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32
single,2nd phase - general contingent,3,Nursing,daytime,Secondary,66.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Skilled industry workers,62.74999999999999,1,0,0,1,male,0,18,0,0,8,8,7,65.77142855,0,0,8,8,7,65.77142855,0,10.8,1.4,1.74
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,65.0,Portuguese,Bachelors degree,Higher education (diploma),Unskilled workers,Govt & executive leaders,58.8,0,0,0,1,male,0,19,0,0,5,14,2,57.49999999999999,2,0,5,8,5,57.00000000000001,3,9.4,-0.8,-3.12
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,75.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Govt & executive leaders,Govt & executive leaders,75.0,0,0,0,1,male,0,22,0,0,6,12,3,66.66666665000001,0,0,6,12,3,63.74999999999999,0,15.5,2.8,-4.06
single,2nd phase - general contingent,3,Informatics Engineering,daytime,Secondary,67.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Secretaries & office workers,Unskilled industry & transport workers,60.85,1,0,0,1,male,0,18,0,0,5,7,5,59.00000000000001,0,0,5,9,3,60.0,0,8.9,1.4,3.51
single,Change of course,1,Animation and Multimedia Design,daytime,Secondary,72.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Admin staff,60.8,0,0,0,1,male,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,66.55,Portuguese,Secondary,Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,58.5,0,0,1,1,male,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06
single,Technological specialization diploma holders,1,Informatics Engineering,daytime,Technological specialization,65.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,65.0,1,0,0,1,male,0,19,0,0,5,9,2,62.5,0,0,5,10,3,57.99999999999999,0,12.4,0.5,1.79
single,International student (bachelor),1,Informatics Engineering,daytime,Secondary,66.55,Brazilian,Bachelors degree,Bachelors degree,"Specialists (science, law, etc.)","Specialists (science, law, etc.)",50.0,0,0,1,1,male,0,24,1,2,8,8,7,65.71428569999999,0,1,6,8,6,59.166666649999996,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary,74.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Machine operators,64.9,0,0,0,0,male,1,18,0,0,5,6,5,75.0,0,0,5,6,5,71.0,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Social Service,daytime,Secondary,67.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Skilled industry workers,Personal services & sales,60.5,0,0,0,1,female,0,20,0,0,6,13,1,50.0,0,0,6,13,1,65.0,0,9.4,-0.8,-3.12
single,1st phase - general contingent,6,Journalism and Communication,daytime,Secondary,72.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Admin staff,65.5,1,0,0,1,female,1,18,0,0,6,6,6,60.83333335,0,0,6,10,5,55.99999999999999,0,7.6,2.6,0.32
single,Technological specialization diploma holders,1,Social Service,daytime,Technological specialization,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),191,Military sergeants,68.05,1,0,1,1,female,0,21,0,3,6,8,3,60.0,0,2,6,6,2,62.5,0,12.4,0.5,1.79
divorced,Over 23 years old,1,Basic Education,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,54.0,0,0,1,0,female,0,33,0,0,7,7,7,64.2857143,0,0,7,8,6,63.33333335,0,8.9,1.4,3.51
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary,66.55,Portuguese,Higher education (diploma),Higher education (diploma),Admin staff,"Specialists (science, law, etc.)",72.45,1,0,0,1,female,0,26,0,0,6,11,3,58.75,0,0,6,19,4,64.0,0,12.4,0.5,1.79
single,Change of course,1,Advertising and Marketing Management,daytime,Technological specialization,55.00000000000001,Portuguese,Basic 3rd cycle (9th-11th),Higher education (diploma),Skilled industry workers,Military professions,55.00000000000001,0,0,0,1,female,0,21,0,0,6,8,5,59.166666649999996,0,0,6,8,4,66.25,2,16.2,0.3,-0.92
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,70.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,70.0,1,0,0,1,female,0,20,0,1,6,13,6,62.7777778,0,1,6,11,5,59.00000000000001,0,16.2,0.3,-0.92
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,75.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Personal services & sales,Personal services & sales,75.0,0,0,0,1,female,0,20,0,0,5,10,2,72.5,1,0,5,7,4,56.25,0,12.7,3.7,-1.7
single,Over 23 years old,1,Agronomy,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Admin staff,70.0,0,0,0,1,male,0,43,0,0,6,8,6,64.375,0,0,6,14,5,60.714285700000005,0,16.2,0.3,-0.92
facto union,Over 23 years old,1,Management,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,59.9,0,0,0,1,male,0,26,0,0,5,9,5,60.0,0,0,5,5,5,51.0,0,11.1,0.6,2.02
single,Change of course,1,Equinculture,daytime,Secondary,65.0,Portuguese,Secondary,Secondary,Govt & executive leaders,Govt & executive leaders,65.0,1,0,0,1,male,0,33,0,0,5,12,1,65.0,2,0,5,7,3,70.0,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,1,Tourism,daytime,Secondary,59.5,Portuguese,Secondary,Secondary,Admin staff,Military professions,62.5,0,0,0,1,male,0,19,0,0,6,7,5,54.0,0,0,6,10,2,52.5,0,10.8,1.4,1.74
single,2nd phase - general contingent,3,Communication Design,daytime,Secondary,65.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Personal services & sales,Personal services & sales,60.099999999999994,1,0,0,1,male,0,18,0,0,6,6,6,64.16666665000001,0,0,6,8,5,57.00000000000001,0,15.5,2.8,-4.06
single,1st phase - general contingent,1,Management,daytime,Secondary,60.0,Portuguese,Unknown,Unknown,Other,Other,55.8,0,0,1,1,male,1,21,0,0,5,5,5,63.0,0,0,5,9,3,64.16666665000001,0,10.8,1.4,1.74
single,1st phase - general contingent,2,Management,daytime,Secondary,57.99999999999999,Portuguese,Basic 1st cycle (4th-5th),Secondary,Personal services & sales,Technicians & associate professionals,62.4,1,0,0,1,male,0,20,0,0,5,9,2,71.66666665,0,0,5,10,2,62.5,0,7.6,2.6,0.32
single,Technological specialization diploma holders,1,Agronomy,daytime,Secondary,60.0,Portuguese,Secondary,Higher education (diploma),Other admin support,Teachers,60.0,0,0,0,1,male,0,19,0,0,6,17,1,55.00000000000001,0,0,6,19,0,0.0,0,16.2,0.3,-0.92
single,Over 23 years old,1,Informatics Engineering,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,67.0,0,0,0,1,male,1,24,0,0,5,8,5,59.166666649999996,0,0,5,8,4,70.0,0,12.7,3.7,-1.7
single,1st phase - general contingent,1,Tourism,daytime,Secondary,66.55,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Admin staff,62.5,0,0,0,1,male,0,21,0,0,6,10,5,56.666666649999996,0,0,6,14,2,57.49999999999999,0,12.7,3.7,-1.7
single,Over 23 years old,1,Informatics Engineering,daytime,Secondary,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Technicians & associate professionals,61.5,0,0,0,1,male,1,28,0,0,5,16,3,71.66666665,0,0,5,9,5,62.14285715,0,9.4,-0.8,-3.12
single,Change of institution/course,1,Veterinary Nursing,daytime,Higher education (diploma),60.0,Portuguese,Higher education (diploma),Higher education (diploma),Admin staff,"Specialists (science, law, etc.)",62.5,0,0,0,1,female,0,28,0,0,6,8,6,72.14285715,0,0,6,12,4,78.0,0,11.1,0.6,2.02
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Secondary,65.0,Portuguese,Secondary,Secondary,Admin staff,Technicians & associate professionals,65.0,1,0,0,1,female,0,20,0,0,6,13,5,59.00000000000001,0,0,6,19,4,60.0,0,12.4,0.5,1.79
single,1st phase - general contingent,3,Basic Education,daytime,Secondary,61.0,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",56.3,1,0,0,1,female,0,23,0,0,6,8,5,68.0,0,0,6,8,5,57.99999999999999,0,7.6,2.6,0.32
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,80.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,80.0,1,0,0,1,female,0,23,0,1,6,12,4,67.0,0,1,6,17,2,67.5,0,12.4,0.5,1.79
single,Change of course,1,Oral Hygiene,daytime,Secondary,63.0,Portuguese,Bachelors degree,Higher education (diploma),Technicians & associate professionals,"Specialists (science, law, etc.)",50.0,0,0,0,1,female,0,25,0,2,7,10,3,65.0,0,1,8,10,3,58.33333335,4,10.8,1.4,1.74
single,1st phase - general contingent,2,Nursing,daytime,Secondary,53.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Admin staff,53.2,1,0,0,1,female,1,19,0,0,7,9,5,66.7,0,0,7,9,6,61.92857144999999,0,12.4,0.5,1.79
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,75.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Unskilled workers,75.0,0,0,0,1,male,1,20,0,0,6,18,3,60.0,0,0,6,17,3,58.33333335,0,15.5,2.8,-4.06
single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization,65.0,Portuguese,Higher education (diploma),Secondary,Admin staff,Farmers & agriculture,65.0,0,0,0,1,male,0,19,0,0,6,8,5,57.49999999999999,0,0,6,11,6,56.666666649999996,0,12.4,0.5,1.79
single,Change of course,1,Nursing,daytime,Secondary,62.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,61.8,1,0,0,1,female,1,18,0,0,7,8,5,64.3,0,0,7,8,5,64.3,0,7.6,2.6,0.32
single,1st phase - general contingent,3,Nursing,daytime,Secondary,65.5,Portuguese,Basic 3rd cycle (9th-11th),Higher education (diploma),Technicians & associate professionals,"Specialists (science, law, etc.)",63.05,1,0,0,1,female,0,18,0,0,7,8,7,62.956250000000004,0,0,8,11,7,64.1,0,15.5,2.8,-4.06
